"Nombre","UrlOriginal","PaginaEncontrada","Extension","TamanoBytes","TamanoKB","Resolucion","RutaLocal","FechaDescarga"
"tour.png","https://www.galeriadeviajes.com/files/2/Image/tour.png","https://www.galeriadeviajes.com/es/pages/servicios",".png","18326","17.9","512 x 512","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\tour.png","7/27/2026 10:12:26 AM"
"1.AL-ENCUENTRO-DEL-ESP_RITU-INCA.jpg","https://www.galeriadeviajes.com/banner/image_es/0000/0745/1.AL-ENCUENTRO-DEL-ESP_RITU-INCA.jpg","https://www.galeriadeviajes.com/es/pages/servicios",".jpg","947185","924.99","1200 x 703","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\1.AL-ENCUENTRO-DEL-ESP_RITU-INCA.jpg","7/27/2026 10:12:30 AM"
"8.CHINA.jpg","https://www.galeriadeviajes.com/banner/image_es/0000/0778/8.CHINA.jpg","https://www.galeriadeviajes.com/es/pages/entrenamientos",".jpg","848666","828.78","1200 x 703","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\8.CHINA.jpg","7/27/2026 10:12:35 AM"
"2.ITALIA-BRILLANTE.jpg","https://www.galeriadeviajes.com/banner/image_es/0000/0772/2.ITALIA-BRILLANTE.jpg","https://www.galeriadeviajes.com/es/pages/entrenamientos",".jpg","973899","951.07","1200 x 703","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\2.ITALIA-BRILLANTE.jpg","7/27/2026 10:12:37 AM"
"1.jpg","https://www.galeriadeviajes.com/files/2/Image/2020/1.jpg","https://www.galeriadeviajes.com/es/pages/viajes_virtuales",".jpg","82219","80.29","560 x 315","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\1.jpg","7/27/2026 10:12:39 AM"
"2.jpg","https://www.galeriadeviajes.com/files/2/Image/2020/2.jpg","https://www.galeriadeviajes.com/es/pages/viajes_virtuales",".jpg","118151","115.38","560 x 315","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\2.jpg","7/27/2026 10:12:39 AM"
"3.jpg","https://www.galeriadeviajes.com/files/2/Image/2020/3.jpg","https://www.galeriadeviajes.com/es/pages/viajes_virtuales",".jpg","66447","64.89","560 x 315","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\3.jpg","7/27/2026 10:12:40 AM"
"4.jpg","https://www.galeriadeviajes.com/files/2/Image/2020/4.jpg","https://www.galeriadeviajes.com/es/pages/viajes_virtuales",".jpg","120833","118","560 x 315","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\4.jpg","7/27/2026 10:12:41 AM"
"13.EUROPA-EN-BANDEJA-1.jpg","https://www.galeriadeviajes.com/banner/image_es/0000/0757/13.EUROPA-EN-BANDEJA.jpg","https://www.galeriadeviajes.com/es/pages/viajes_virtuales",".jpg","1018215","994.35","1200 x 703","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\13.EUROPA-EN-BANDEJA-1.jpg","7/27/2026 10:12:43 AM"
"15.EUROPA-ESTILO-MP1-1.jpg","https://www.galeriadeviajes.com/banner/image_es/0000/0759/15.EUROPA-ESTILO-MP1.jpg","https://www.galeriadeviajes.com/es/pages/viajes_virtuales",".jpg","764508","746.59","1200 x 703","C:\Proyectos\galeria-viajes-demo\assets\images\sitio-actual\15.EUROPA-ESTILO-MP1-1.jpg","7/27/2026 10:12:45 AM"
